微博id,微博正文,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Hb1EQCLAH,阿尔卑斯#新年新范儿# 今年过年，我们有一份特别的礼物——我与阿尔卑斯一起为你们准备了4款全新口味的糖果：抹茶拿铁、清甜西瓜、蜜桃乌龙、海盐焦糖……其中的3款口味还组成了新年心选礼盒，一盒让你们都能#好运聚一糖#。点开视频，一封温暖家书献给你，分享我心中的甜蜜滋味～@阿尔卑斯微有爱 阿尔卑斯微有爱的秒拍视频                                 ,无,无,无,2019-01-08 20:02,OPPO随光而变R17 Pro,186764,1000000,204771
Ham3db19c,送走2018，喜提2019！新的一年，我们要为自己#2019家满活力#，认准梦的方向，热情浓厚绽放光芒！大家快去转发@活力伊利 置顶微博，把你们的成长心愿告诉我们吧！2019，冲鸭！  原图 ,http://wx3.sinaimg.cn/large/63885668ly1fyubswv44rj21mc29ou0x.jpg,无,无,2019-01-04 10:07,OPPO随光而变R17 Pro,212142,1000000,271453
Ha6GphFkX,给2019一个眼神，希望能懂我～ 微博视频  ,无,无,无,2019-01-02 18:59,微博视频,305049,1000000,34035
H9U7fpmmY,2019年，6000万位我的我们一起努力鸭 #你好2019##2019新年好#  [组图共3张] 原图 ,"http://ww4.sinaimg.cn/large/63885668ly1fyqwgfi7n9j21da21yb2b.jpg,http://ww1.sinaimg.cn/large/63885668ly1fyqwgha5e1j21db21ynpf.jpg,http://ww1.sinaimg.cn/large/63885668ly1fyqwgja8hvj21db21y1l0.jpg",无,无,2019-01-01 11:00,OPPO随光而变R17 Pro,666236,1000000,1000000
H9D5j2PH3,想要肌肤紧致保持年轻，究竟要不要听从各种不成“纹”规定呢？不用纠结，欧莱雅紫熨斗全脸眼霜就是有让我肌肤不成“纹”的实力，让我们一起#挑战不成纹# Dear-迪丽热巴的微博视频  ,无,"http://f.us.sinaimg.cn/002k8Azylx07qndDkj1m01041200aKi30E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1586105652&ssig=lIMSUhq4Z3&KID=unistore,video",无,2018-12-30 15:38,OPPO随光而变R17 Pro,191142,42894,59774
H9iPcoz1C,冬天到了，长发女孩困扰的季节也到了，是时候分享一下我的顺毛神器～噔噔噔，就是飘柔水油双层精油，一半花水一半精油，一摇就能合二为一，润养也轻盈，这个冬天打败毛躁“摇”出新招。 Dear-迪丽热巴的秒拍视频  ,无,"http://f.us.sinaimg.cn/000fqFF6lx07qjN59Aas010412004GvV0E010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1586105652&ssig=rsSLOyKRYD&KID=unistore,video",无,2018-12-28 12:04,OPPO随光而变R17 Pro,163747,1000000,74973
H8QQOrTrI,挑战不同的角色，尝试不同的人生，以身外身做梦中梦。1月11日，2018#微博之夜#，我们不见不散！@微博之夜  原图 ,http://wx3.sinaimg.cn/large/63885668ly1fyiwccd6upj20ku112ki6.jpg,无,无,2018-12-25 12:51,OPPO随光而变R17 Pro,215601,63433,51601
H8ADo0W9M,V影响力峰会  ,无,无,无,2018-12-23 19:34,V影响力峰会,194385,10999,14919
H8fZKvWyS,  原图 ,http://wx4.sinaimg.cn/large/63885668ly1fyedk9lql3j21ia212dwb.jpg,无,无,2018-12-21 15:01,OPPO随光而变R17 Pro,439981,1000000,794863
H88ybgyCx,我还是乖的吧 请奖励我小红花  [组图共6张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1fydgrdji0ej22kw3vbnpf.jpg,http://ww3.sinaimg.cn/large/63885668ly1fydgrfveapj22kw3vbhdv.jpg,http://ww1.sinaimg.cn/large/63885668ly1fydgri11tuj22kw3vdhdv.jpg,http://ww2.sinaimg.cn/large/63885668ly1fydgrkfwqkj22kw3vbe83.jpg,http://ww4.sinaimg.cn/large/63885668ly1fydgrn8u3oj22kw3vdkjn.jpg,http://ww4.sinaimg.cn/large/63885668ly1fydgrpeptvj22kx3vbhdv.jpg",无,无,2018-12-20 20:04,OPPO随光而变R17 Pro,528207,1000000,565720
H7PgUvxGG,#大V现场# #爱豆锦鲤月# 给爱丽丝们的直播❤  微博直播  ,无,无,无,2018-12-18 18:59,OPPO随光而变R17 Pro,166078,11887,182818
H7G7epJHT,2018快过去咯 还有啥今年想做的事情没有做完哦#爱豆锦鲤月#  [组图共2张] 原图 ,"http://ww4.sinaimg.cn/large/63885668ly1fy9z8jbq0ej20k00qojyi.jpg,http://ww1.sinaimg.cn/large/63885668ly1fy9z8k77cwj20k00qogry.jpg",无,无,2018-12-17 19:41,OPPO随光而变R17 Pro,320082,1000000,270966
H70FiDWng,81年前，南京沦陷，30万同胞惨遭杀戮；如今，我们勇敢守护现世和平。今天是#国家公祭日#，以国家之名祭奠，不仅为了牢记历史，更为了和平与正义长存，#国家公祭#让我们一起点亮紫金草，让和平之花绽放心间。  原图 ,http://wx4.sinaimg.cn/large/63885668ly1fy4w86br2oj20ku1124qq.jpg,无,无,2018-12-13 10:09,OPPO随光而变R17 Pro,252395,72070,24124
H6Kier99x,#卓诗尼20周年#妮妮20周岁生日趴，我们给大家准备了小礼物，大家快去掏妮妮的兜！  原图 ,http://wx2.sinaimg.cn/large/63885668ly1fy2vyp6zv5j21wy2pik43.jpg,无,无,2018-12-11 16:28,OPPO随光而变R17 Pro,209607,190109,52908
H6p6VyFrE,好了 以后自拍都是这种了  原图 ,http://wx3.sinaimg.cn/large/63885668ly1fy0ag1lyduj20yi0y8kdk.jpg,无,无,2018-12-09 10:33,OPPO随光而变R17 Pro,403650,1000000,163487
H68SN9fZq,分享图片  原图 ,http://wx2.sinaimg.cn/large/63885668ly1fxyasdam8bj21hw2004qq.jpg,无,无,2018-12-07 17:14,OPPO随光而变R17 Pro,420277,1000000,425991
H5buxhTgb,#新浪20年# 祝新浪20岁生日快乐，我们一起致敬影响力！20岁正年轻，祝未来更精彩！#我和新浪的故事#  原图 ,http://wx1.sinaimg.cn/large/63885668ly1fxr0lufz4rj20u01hcnpd.jpg,无,无,2018-12-01 10:02,OPPO随光而变R17 Pro,183695,28994,18878
H4X4Q6qw1,#天使的愿望#想有个书架，想吃大蛋糕，想有双新球鞋，想去游乐园…我们习以为常的小事，对于这些孩子来说却那么难以实现…新年将至，跨越三省六地、2864.3公里，与@新浪江苏@微公益@星光公益联盟 一起加入这次圆梦之旅，汇聚爱心→捐助孤儿与留守儿童，点亮2000个梦想  新浪江苏的秒拍视频 #遇见美好##暖视频#                                 ,无,"http://f.us.sinaimg.cn/0022tlxLlx07pzJPlghy01040201wkDH0E010.mp4?label=mp4_hd&template=852x480.20.0&Expires=1586106119&ssig=JRNe1ssRP5&KID=unistore,video",无,2018-11-29 21:21,OPPO随光而变R17 Pro,156604,1000000,33777
H3GIadPoc,爱你，我们最好的祖国❤️🇨🇳  ,无,无,无,2018-11-21 13:50,OPPO随光而变R17 Pro,732515,339513,646958
H3yUA5fD8,#世界儿童日##点亮儿童未来# 让更多人关注儿童问题，用行动促进儿童权利的实现，为儿童创造更加美好光明的未来。@联合国儿童基金会 @微公益 @星光公益联盟  原图 ,http://wx4.sinaimg.cn/large/63885668ly1fxeokf9cpaj226s2yckjs.jpg,无,无,2018-11-20 17:59,OPPO随光而变R17 Pro,187000,236819,555148
H3qgSa5ts,162天的拍摄，每一天都开心并创造着关于凤九的一切，我的小九，你要被人宠着爱着才行啊#电视剧三生三世枕上书#  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1fxdmbsyg98j23vc2kwqv8.jpg,http://ww4.sinaimg.cn/large/63885668ly1fxdmbwkzi2j21ji2ba7wj.jpg",无,无,2018-11-19 19:59,OPPO随光而变R17 Pro,485359,1000000,873388
H2U406kdg,想知道我都有哪些贪心装备么来陪我逛贪心市集啊@adidasneo  市集入口👉http://t.cn/E2hyYrm#生来好动#adidas_neo的秒拍视频  ,无,"http://miaopai.video.weibocdn.com/uOcVDoaYlx07pdr3FfqM010402005a8s0E013?Expires=1586106121&ssig=fnMt%2B4Ctng&KID=unistore,video",无,2018-11-16 10:00,OPPO随光而变R17 Pro,190668,1000000,320892
H2KCZg6kb,#冷巴ACTION# 吸猫不易~  原图 ,http://wx1.sinaimg.cn/large/63885668ly1fx8ikpk3shj20ip7ps7wh.jpg,无,无,2018-11-15 09:58,OPPO随光而变R17 Pro,194075,1000000,346735
H2E2z8DDe,#疆遇四十年##中国有我# 小迪崽崽变成老迪了  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1fx7phpchocj210q0oh7wh.jpg,http://ww3.sinaimg.cn/large/63885668ly1fx7phq3i03j21uf2rm7wh.jpg",无,无,2018-11-14 17:12,OPPO随光而变R17 Pro,514781,1000000,1000000
H2vGiFvLx,前几天逛街来着 刺不刺激 微博视频  ,无,无,无,2018-11-13 19:55,微博视频,302298,1000000,188757
H23z7ApE9,天气冷了，大家除了要多穿一点保暖以外，记得也要给我们的肌肤加点呵护哦，欧莱雅#7天安瓶#让你换季也不用担心干燥和细纹～  原图 ,http://wx4.sinaimg.cn/large/63885668ly1fx38gsq7sgj20rs15oh00.jpg,无,无,2018-11-10 20:21,OPPO随光而变R17 Pro,216166,1000000,141011
H1Qa38Lj8,@黑人牙膏官方微博 的两款限量版牙膏来啦，上面有两个“我”，大家更喜欢哪一个？ Dear-迪丽热巴的秒拍视频  ,无,"http://f.us.sinaimg.cn/004iETuklx07p3vTE68g010402005O7G0k010.mp4?label=mp4_hd&template=852x480.25.0&Expires=1586106121&ssig=g7uLaObUqp&KID=unistore,video",无,2018-11-09 10:13,OPPO随光而变R17 Pro,127131,1000000,127283
H1I7c102Y,咋不动呢O_o 微博视频  ,无,无,无,2018-11-08 13:44,微博视频,179180,1000000,72087
H1nNqDttw,我和@adidasneo 联名款的星动少女限定系列上线啦，你“星动”了吗？#生来好动#  [组图共3张] 原图 ,"http://ww3.sinaimg.cn/large/63885668ly1fwy4278n71j21jk2bce83.jpg,http://ww2.sinaimg.cn/large/63885668ly1fwy429062zj21jk2bc4qr.jpg,http://ww4.sinaimg.cn/large/63885668ly1fwy42atzkoj21jk2bc1kz.jpg",无,无,2018-11-06 10:01,OPPO随光而变R17 Pro,361628,1000000,497954
H1hKrD67c,小蚂蚁带着受伤的同伴急匆匆往家赶 微博视频  ,无,无,无,2018-11-05 18:37,微博视频,228970,1000000,153537
GDICatO0j,10月17日是国家扶贫日，请与我一同关注#脱贫攻坚战星光行动#启动仪式，CCTV6电影频道及全网20:15共同直播。传递正能量，传递爱，让我们一起为脱贫攻坚战助力！@中国电影报道 @电影频道融媒体中心 @微公益  原图 ,http://wx4.sinaimg.cn/large/63885668ly1fw6kbw3pc2j20u01hc1kx.jpg,无,无,2018-10-13 14:08,OPPO随光而变R17 Pro,274113,169853,22429
GDxQUocNW,做人还是要有些幻想。在你的幻想里，我是什么颜色？@OPPO @VogueMe#OPPO发现夜的美R17 Pro##VogueFilm#OPPO的秒拍视频  ,无,"http://gslb.miaopai.com/stream/CcxAYHIvmeHU0RSbv1MWsGjIdRJH-aPbdGGXMg__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32&Expires=1586106123&ssig=1LXWjPk1RA&KID=unistore,video",无,2018-10-12 10:44,OPPO随光而变R17 Pro,366851,1000000,39708
GDi2Wdc8S,啊哈 …天气越来越冷…大家注意保暖……  [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1fw3b1btwjpj21jk21y4qt.jpg,http://ww3.sinaimg.cn/large/63885668ly1fw3b1d71w3j21jk21ynpe.jpg,http://ww4.sinaimg.cn/large/63885668ly1fw3b1fqeyij21jk21yx6r.jpg",无,无,2018-10-10 18:30,OPPO随光而变R17 Pro,842089,1000000,564880
GyUOEvi6R,送花花给大美女@杨幂 ！生日快乐！！虽然点餐还需谨慎但是快回来一起吃饭呀  原图 ,http://wx4.sinaimg.cn/large/63885668ly1fv61mcbu49j20aj0aj3yp.jpg,无,无,2018-09-12 00:00,OPPO随光而变R17 Pro,689246,17517,24403
GydR8m8r6,个性，张扬，有“皮”气！全新#欧莱雅小棕皮# ，6个颜色，6种态度，你们最“棕”意哪一种？@巴黎欧莱雅 Dear-迪丽热巴的秒拍视频  ,无,"http://f.us.sinaimg.cn/003BtmMqlx07nr3tPeu40104020065UA0k010.mp4?label=mp4_hd&template=852x480.25&Expires=1586106124&ssig=uZb7u6ghZN&KID=unistore,video",无,2018-09-07 10:38,OPPO随光而变R17 Pro,261960,1000000,170455
Gxlpvnv7P,@卓诗尼官方微博 20周岁生日快乐！在接下来的日子里，和历经蜕变的卓诗尼一起“陪你美一步”。 Dear-迪丽热巴的秒拍视频  ,无,"http://f.us.sinaimg.cn/000t4VrDlx07nhQl6I7S010402002g220k010.mp4?label=mp4_hd&template=852x480.25&Expires=1586106125&ssig=GfQUqY8s%2FV&KID=unistore,video",无,2018-09-01 16:02,OPPO随光而变R17 Pro,312027,740135,48684
GwIettlH5,姑姑来啦，一嘉人小聚一下，么么哒～@杨幂 @王骁很娱乐 @深情的高伟光  原图 ,http://wx2.sinaimg.cn/large/63885668ly1fupalxxohxj221y1jk7wk.jpg,无,无,2018-08-28 12:17,OPPO随光而变R17 Pro,840180,317168,58383
GvWoGDybo,#冷巴ACTION# 我才不是冷巴这样 我明明游去了深的地方  原图 ,http://wx1.sinaimg.cn/large/63885668ly1fujfbitln0j20owcmte89.jpg,无,无,2018-08-23 10:31,OPPO随光而变R17 Pro,350845,1000000,139475
GvMV2sq9C,#2018捐一元##一点一滴为爱坚守#  @捐一元 开启第二个十年旅程，“一元”家庭不断壮大，更多贫困儿童感受到营养加餐带来的能量和愉悦。感恩每个为爱坚守的“一元”，将每一点坚持每一滴爱意持续汇入项目，下一个十年请继续和@中国扶贫基金会 一起助力贫困地区儿童健康成长，让孩子们未来可期！捐一元•献爱心•送营养                  原图                             ,http://wx4.sinaimg.cn/large/63885668ly1fui9lzdiutj217y1mw4qr.jpg,无,无,2018-08-22 10:23,OPPO随光而变R17 Pro,286871,75102,110196
GvFVAE0am,夏天就要过去啦～  [组图共4张] 原图 ,"http://ww2.sinaimg.cn/large/63885668ly1fuheqdq6brj21qi2bcb2b.jpg,http://ww4.sinaimg.cn/large/63885668ly1fuheqgfrigj21qi2bcnpe.jpg,http://ww3.sinaimg.cn/large/63885668ly1fuheqhvrrhj21qi2bcnpe.jpg,http://ww4.sinaimg.cn/large/63885668ly1fuheqn3cynj21qi2bc1kz.jpg",无,无,2018-08-21 16:35,OPPO随光而变R17 Pro,957487,1000000,221921
GvuJJd8cV,干练、精致、潇洒，不管哪种形象，亮白笑容一定是标配！我的新朋友@黑人牙膏官方微博  你说，对吗？ Dear-迪丽热巴的秒拍视频  ,无,"http://f.us.sinaimg.cn/000cdC3Wlx07mYrtaIow01040200c3ID0k010.mp4?label=mp4_hd&template=852x480.25&Expires=1586106128&ssig=dy1rpy6DuR&KID=unistore,video",无,2018-08-20 12:06,OPPO随光而变R17 Pro,352318,1000000,60725
Gv1Ge77gL,@护舒宝 “护肤级”新液体卫生巾让你一触爱上 Dear-迪丽热巴的秒拍视频  ,无,"http://f.us.sinaimg.cn/003cntg4lx07mTwDtChG010402002ZoE0k010.mp4?label=mp4_hd&template=852x480.25&Expires=1586106128&ssig=I%2ByTC1Er1w&KID=unistore,video",无,2018-08-17 10:07,OPPO超视野全面屏R15,328032,1000000,35672
GuWla5ZLx,有美丽的大海，有飘逸的长发，有柔软的沙滩，还有刚学会游泳就得瑟着去浮潜的我～琉璃一样的塞舌尔，从任何角度看都是最值得珍藏的回忆。  慢游全世界的酷燃视频  ,无,"http://fus.cdn.krcom.cn/004qSivslx07mSzjAJII01040202d9Tq0k020.mp4?label=mp4_hd&template=852x480.25&Expires=1586106128&ssig=Q4O2hMp1XG&KID=unistore,video",无,2018-08-16 20:32,OPPO超视野全面屏R15,308838,1000000,85661
Gu0PH2xxm,在这大热天里回忆一下充满海风的味道  [组图共4张] 原图 ,"http://ww2.sinaimg.cn/large/63885668ly1fu4rlm584ij21jk1111ky.jpg,http://ww3.sinaimg.cn/large/63885668ly1fu4rlnwva3j21jk1117wi.jpg,http://ww3.sinaimg.cn/large/63885668ly1fu4rlp0jcij21jk1114qq.jpg,http://ww1.sinaimg.cn/large/63885668ly1fu4rlq6ssfj21jk1111ky.jpg",无,无,2018-08-10 18:08,OPPO超视野全面屏R15,993729,1000000,125896
Gtlz0w9i3,今天收到一封情书，还带着我最爱的#YSL反转巴黎#的香味，是谁这么懂我呢？  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1ftzpeu06s6j236y34mnpf.jpg,http://ww3.sinaimg.cn/large/63885668ly1ftzpewma7jj21st2p8ndf.jpg",无,无,2018-08-06 09:04,OPPO超视野全面屏R15,720094,1000000,104444
Gt4er7BQV,小鸭子 嘎嘎嘎嘎嘎  [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1ftxkvupxjuj21xg1abnpd.jpg,http://ww3.sinaimg.cn/large/63885668ly1ftxkvwid6pj21ab1xgnpd.jpg,http://ww3.sinaimg.cn/large/63885668ly1ftxkvxymjkj21ab1xgqv5.jpg",无,无,2018-08-04 12:56,OPPO超视野全面屏R15,1240587,1000000,108435
Grh9f10wd,#idoltube# 77女孩886 感谢有你陪伴的欢乐岁月 #电视剧一千零一夜#  娱乐日爆社的秒拍视频  ,无,"http://f.us.sinaimg.cn/0032Retmlx07mfZvNKFy01040200qsnB0k010.mp4?label=mp4_hd&template=852x480.25&Expires=1586106140&ssig=C4%2BMOIJsaF&KID=unistore,video",无,2018-07-23 18:09,OPPO超视野全面屏R15,468090,1000000,137214
Gr6XEpbYg,#新舞林大会# 不是外卖员，是“充电宝”，今晚21:05 在东方卫视等你们～  原图 ,http://wx1.sinaimg.cn/large/63885668ly1ftiphy00wjj218g22ax6q.jpg,无,无,2018-07-22 16:13,OPPO超视野全面屏R15,464186,718378,54751
GqZ24q28H,#idoltube# 昨天的我你爱答不理 今天的我你高攀不起---凌凌七抄写道。#电视剧一千零一夜# 娱乐日爆社的秒拍视频  ,无,"http://f.us.sinaimg.cn/004xwyHflx07md63d5vW01040200AilV0k010.mp4?label=mp4_hd&template=852x480.25&Expires=1586106141&ssig=RiCw0IvQqo&KID=unistore,video",无,2018-07-21 20:02,OPPO超视野全面屏R15,381803,1000000,26987
GqQnzyvkO,果然，最喜欢夏天  [组图共4张] 原图 ,"http://ww4.sinaimg.cn/large/63885668ly1ftgoat6r2xj22kw3vcu0x.jpg,http://ww4.sinaimg.cn/large/63885668ly1ftgoavkxbuj23am2724qp.jpg,http://ww3.sinaimg.cn/large/63885668ly1ftgoazae8yj22kw3vbqv5.jpg,http://ww1.sinaimg.cn/large/63885668ly1ftgob5avk7j22kw3vcnpd.jpg",无,无,2018-07-20 22:00,OPPO超视野全面屏R15,1037331,1000000,112301
Gpy6Z8p0g,#冷巴ACTION#可爱迪非要带着彩虹船拍照，还有一条被充破的火烈鸟我就不交代了  原图 ,http://wx1.sinaimg.cn/large/63885668ly1ft6txmy8ejj20do7pskgc.jpg,无,无,2018-07-12 09:39,OPPO超视野全面屏R15,0,0,0
Gpskv63er,#电视剧一千零一夜# 我们七七女孩可是学兽医专业的，食人花有病也没用，跑不了咯  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1ft64f2kvj3g20dw0db7wl.gif,http://ww4.sinaimg.cn/large/63885668ly1ft64f453lpg20dw0c6x6q.gif",无,无,2018-07-11 18:56,OPPO超视野全面屏R15,492879,1000000,37431
GouiVv7zA,#电视剧一千零一夜##冷巴action# 冷七七独得姐姐厨艺真传，黑暗料理不暗黑  原图 ,http://wx1.sinaimg.cn/large/63885668ly1fsyreydgjqj21hc1vm1ky.jpg,无,无,2018-07-05 10:07,OPPO超视野全面屏R15,371237,1000000,55385
GooUT3yPz,#idoltube##电视剧一千零一夜# 谁说七七做的是黑暗料理！超棒的芥末辣条好吗，哼哼娱乐日爆社的秒拍视频  ,无,"http://f.us.sinaimg.cn/001mQrH0lx07lLXyyRsQ01040200biYh0k010.mp4?label=mp4_hd&template=852x480.25&Expires=1586106143&ssig=mfK9TI9WOR&KID=unistore,video",无,2018-07-04 20:24,OPPO超视野全面屏R15,341191,1000000,36096
GnCDvjXrZ,#idoltube##电视剧一千零一夜# 聪明伶俐，武艺高强，浑身是胆，行侠仗义，性格多变，这都不是我白玉堂凌凌七的梦境敢想也敢为 娱乐日爆社的秒拍视频  ,无,"http://f.us.sinaimg.cn/0025hN2glx07lDNNHC7e01040200iUqt0k010.mp4?label=mp4_hd&template=852x480.25&Expires=1586106144&ssig=l2dy0HrFTm&KID=unistore,video",无,2018-06-29 17:30,idoltube超话,340179,1000000,54791
GnlKWxATB,#电视剧一千零一夜#我们七七女孩很凶的  [组图共3张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1fsq3xpobpcg20go0h3kjt.gif,http://ww4.sinaimg.cn/large/63885668ly1fsq3xs29p6g20go0fr7wl.gif,http://ww1.sinaimg.cn/large/63885668ly1fsq3xv5vuhg20go0g5nph.gif",无,无,2018-06-27 22:31,OPPO超视野全面屏R15,482725,1000000,34779
GmZ2mutlx,#电视剧一千零一夜#今晚开播，很快就要“七上巴下”了，这是我最后的倔强，好了，你们准备去看七七吧  [组图共4张] 原图 ,"http://ww4.sinaimg.cn/large/63885668ly1fsnbnxke9rj21e01e01ky.jpg,http://ww4.sinaimg.cn/large/63885668ly1fsnbnzpvorj21e01e0u0x.jpg,http://ww2.sinaimg.cn/large/63885668ly1fsnbo1fgh3j21e01e0qv5.jpg,http://ww3.sinaimg.cn/large/63885668ly1fsnbo2t7m3j21e01e04qq.jpg",无,无,2018-06-25 12:41,OPPO超视野全面屏R15,910229,1000000,74355
GkB5B6oq9,今天被这个父亲节走心视频感动到了。当你的梦想遇到困难该怎么办？我的答案都在视频里啦～看完有彩蛋哦～ #做个灵动女生#  @飘柔Rejoice Dear-迪丽热巴的秒拍视频  ,无,"http://f.us.sinaimg.cn/003cRkjMlx07l88lGN3201040200KN970k010.mp4?label=mp4_hd&template=852x480.25&Expires=1586106145&ssig=0cgrTCC%2BZX&KID=unistore,video",无,2018-06-09 20:03,做个灵动女生超话,379640,1000000,48934
GkiZero5a,今天是你们的橘子女孩  [组图共6张] 原图 ,"http://ww3.sinaimg.cn/large/63885668gy1fs2yjf7hozj22kw3vckjn.jpg,http://ww3.sinaimg.cn/large/63885668gy1fs2yjrtggtj22kw3vc4qr.jpg,http://ww4.sinaimg.cn/large/63885668gy1fs2yk3asucj22dc3k0b2a.jpg,http://ww1.sinaimg.cn/large/63885668gy1fs2ykgmisfj22kw3vc1kz.jpg,http://ww3.sinaimg.cn/large/63885668gy1fs2ykyhzj2j22kw3vcb2b.jpg,http://ww2.sinaimg.cn/large/63885668gy1fs2ylcbzslj22kw3vb7wj.jpg",无,无,2018-06-07 21:57,OPPO超视野全面屏R15,1050517,1000000,67294
GjI3trHES,勇敢，温柔，一如既往。  原图 ,http://wx2.sinaimg.cn/large/63885668gy1fryfjr2lswj20qo0qogsh.jpg,无,无,2018-06-03 23:56,OPPO超视野全面屏R15,1513701,1000000,1000000
GjGon3Av7,老铁们，我又一次回来了💅@Dear-迪丽热巴 的一直播（下载App->http://t.cn/RQ5Zfuu）  ,无,无,无,2018-06-03 19:42,一直播Yi,355781,24719,68482
GjG7oudZK,啊哈哈哈哈 我来啦老铁们！@Dear-迪丽热巴 的一直播（下载App->http://t.cn/RnlXNsd）  ,无,无,无,2018-06-03 19:00,一直播Yi,243094,22680,17454
GjyQvdNHr,祝你生日快乐  ,无,无,无,2018-06-03 00:30,生日动态,1044586,1000000,250935
GjnxqEmjr,我现在可是个超级酷的女士了！而且还有@雪碧 为我们组建的酷爽军团，就要这样一起玩转夏日战场！雪碧一开，胜利自来，还不速速加入酷爽军团和我一起#渴不及待，爽个痛快# Dear-迪丽热巴的秒拍视频  ,无,"http://f.us.sinaimg.cn/000IeyzTlx07kVlBCd3a01040200edbd0k010.mp4?label=mp4_hd&template=852x480.25&Expires=1586106147&ssig=fRRXOTcYZj&KID=unistore,video",无,2018-06-01 19:42,OPPO超视野全面屏R15,367070,1000000,36189
Gjk4GlLNP,6.1儿童节快乐哈各位小朋友作为大姐姐我就好好去工作啦  [组图共2张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1frvhoffybxj21da21xe82.jpg,http://ww2.sinaimg.cn/large/63885668ly1frvhohpys6j21da21xe83.jpg",无,无,2018-06-01 10:53,OPPO超视野全面屏R15,900463,1000000,87707
GfzG6rPTX,有西瓜和风扇的夏天来啦🍉  原图 ,http://wx3.sinaimg.cn/large/63885668ly1fr2zt1y5bbj20ue0u0jy1.jpg,无,无,2018-05-07 19:16,OPPO超视野全面屏R15,742390,1000000,205007
GfmErwMPD,不辜负美食，也不忘保持身体的轻盈！来，接住这瓶雪碧纤维＋，酷爽不变，轻盈有加！我先开动啦～迪丽热巴轻盈小秘密  ,无,"https://api.youku.com/videos/player/file?data=WcEl1o6uVdTROVFV3TkRrek1nPT18MHwxfDEwMDUwfDAO0O0O&Expires=1586106147&ssig=2p5rXWxDLS&KID=unistore,video",无,2018-05-06 10:06,OPPO超视野全面屏R15,405123,1000000,138946
Ge4ngx82L,#电影21克拉# 咩哈哈哈 破亿啦  [组图共4张] 原图 ,"http://ww1.sinaimg.cn/large/63885668ly1fqrjs2g4n2j22pw1dau0y.jpg,http://ww3.sinaimg.cn/large/63885668ly1fqrjs6end4j22k01daqv6.jpg,http://ww4.sinaimg.cn/large/63885668ly1fqrjs9z9rmj22mt1da1kz.jpg,http://ww3.sinaimg.cn/large/63885668ly1fqrjsczqprj22ms1dax6q.jpg",无,无,2018-04-27 21:44,OPPO超视野全面屏R15,871262,1000000,188539
GdrQjabdP,承诺你们的自拍 嘿嘿 喏  [组图共4张] 原图 ,"http://ww4.sinaimg.cn/large/63885668ly1fqmtmp6d7gj20xc0xae81.jpg,http://ww4.sinaimg.cn/large/63885668ly1fqmtmq4z9xj20xc0x5e81.jpg,http://ww1.sinaimg.cn/large/63885668ly1fqmtmr12rpj20xc0wy1kc.jpg,http://ww4.sinaimg.cn/large/63885668ly1fqmtms6h89j20xc0x4e81.jpg",无,无,2018-04-23 19:38,OPPO超视野全面屏R15,1339500,1000000,227338
Gdfggv2gi,大家小时候喜欢玩躲猫猫吗？这次我们可以在游戏里玩起来了～下载#烈火如歌手游#请戳http://t.cn/RuZsfHn ，偷偷告诉你们，还有可能收到神秘小礼物哦～@微博游戏 烈火如歌手游官方微博的秒拍视频  ,无,"http://gslb.miaopai.com/stream/O0gTLbE83FysliVELz94OtEu1Ja4RodCamm4sg__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32&Expires=1586106150&ssig=l36VDGk9b5&KID=unistore,video",无,2018-04-22 11:36,烈火如歌手游超话,313518,418997,33787
GcYXJDsah,她的性格刚烈，爱了就是爱了，不被爱了也会洒脱的放手，和如歌一起的日子里，我们相互扶持，我所有的情绪都给了她，大家也信任的把她交给了我。现在她要回去了，希望没让大家失望。最后，愿我的如歌在她的世界里，鲜衣怒马，烈焰繁花。#电视剧烈火如歌#  [组图共3张] 原图 ,"http://ww3.sinaimg.cn/large/63885668ly1fqja5p85uij215o1qhnpf.jpg,http://ww2.sinaimg.cn/large/63885668ly1fqja5r1u4tj222315oe82.jpg,http://ww2.sinaimg.cn/large/63885668ly1fqja5u3jkdj21111jkjvh.jpg",无,无,2018-04-20 18:07,OPPO超视野全面屏R15,569536,1000000,47078
